id_fornecedor;cnpj_fornecedor;fornecedor
For00345;03434334000161;MEDIMPORT COMERCIO DE PRODUTOS HOSPITALARES LTDA - EPP
For00346;06086578000199;M. G. GIACOMETTI DROGARIA LTDA - EPP
For00347;20740314000138;J M M PAULA GARCIA DISTRIBUIDORA - ME
For00348;08393709000106;SILVA E DELGADO LTDA - ME
For00349;29868059000188;HOSPITALMED EIRELI
For00350;31368706000134;DROGAMIX DISTRIBUIDORA DE MEDICAMENTOS EIRELI
For00351;14905502000176;EXCLUSIVA DISTRIBUIDORA DE MEDICAMENTOS LTDA - EPP
For00352;24994990000199;FOXMED MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA
For00353;10831701000126;LARMED DISTRIBUIDORA DE MEDICAMENTOS E MATERIAL MEDICO HOSPITALAR LTDA
For00354;04350315000110;FORTUCCI & GRAVINA LTDA - EPP
For00355;63848345000110;POLYANA DISTRIBUIDORA DE MEDICAMENTOS LTDA - EPP
For00356;07269677000179;RINALDI & COGO LTDA - ME
For00357;06106005000180;STOCK MED PRODUTOS MEDICO-HOSPITALARES LTDA.
For00358;01648513000176;PKB PRODUTOS QUIMICOS LTDA
For00359;29043834000166;3MED DISTRIBUIDORA DE MEDICAMENTOS LTDA.
For00360;16826305000197;SOS MEDICAL DISTRIBUIDORA DE MEDICAMENTOS E MATERIAIS HOSPITALARES LTDA
For00361;09676256000198;MEDICAMENTOS DE AZ EIRELI - EPP
For00362;85477586000132;ECO - FARMAS - COMERCIO DE MEDICAMENTOS LTDA - ME
For00363;24480341000170;SAUDMED DISTRIBUIDORA DE PRODUTOS HOSPITALARES EIRELI
For00364;12811487000171;MULTISUL COMERCIO E DISTRIBUICAO LTDA
For00365;83157032000122;METROMED COM DE MATERIAL MEDICO HOSPITALAR LTDA
For00366;54565478000198;SISPACK MEDICAL LTDA. - EPP
For00367;21947632000137;LABMEDIC COMERCIO E MANUTENCAO DE EQUIPAMENTOS MEDICOS EIRELI
For00368;21268634000108;MULTIPLIER DISTRIBUIDORA EIRELI
For00369;09222369000113;DENTAL MARIA LTDA - ME
For00370;67403154000103;A. M. MOLITERNO - EPP
For00371;08665289000170;M.M. CAPELLARO COMERCIO DE PRODUTOS MEDICOS E ODONTOLOGICOS LTDA
For00372;20259895000190;MEDPRO COMERCIO DE PRODUTOS HOSPITALARES LTDA
For00373;10757876000130;SR PRODUTOS MEDICOS LTDA
For00374;11463608000179;ERIMAR INDUSTRIA E COMERCIO DE PRODUTOS PARA SAUDE LTDA - ME
For00375;19316473000120;BERNIERI & CIA LTDA
For00376;78742491000133;JOAOMED COMERCIO DE MATERIAIS CIRURGICOS LTDA
For00377;11187037000197;DISTRIBUIDORA OMEGA LTDA - ME
For00378;10642769000167;DEYVIS MASCKIO SERENI DROGARIA
For00379;00236193000184;M J BEZERRA DE MELO SILVA
For00380;21581445000182;ALTAMED DISTRIBUIDORA DE MEDICAMENTOS LTDA
For00381;05159591000168;PRO-REMEDIOS DISTRIBUIDORA DE PRODUTOS FARMACEUTICOS E COSMETICOS EIRELI - ME
For00382;03817043000152;PHARMAPLUS LTDA
For00383;25296849000185;TIDIMAR COMERCIO DE PRODUTOS MEDICOS HOSPITALARES LTDA - EPP
For00384;04598413000170;RECOL REPRESENTAÇÕES E COMERCIO LTDA
For00385;27718661000103;ARMAZEM DOS MEDICAMENTOS EIRELI
For00386;54426937000152;CREMONESI & RODRIGUES LTDA - ME
For00387;04419989000123;A. R. VERISSIMO LTDA - EPP
For00388;10842256000108;GROW QUIMICA E FARMACEUTICA LTDA.
For00389;07955424000159;ASTHAMED COMERCIO DE PRODUTOS E EQUIPAMENTOS HOSPITALARES EIRELI - EPP
For00390;00545222000190;PROFARM COMERCIO DE MEDICAMENTOS E MATERIAL HOSPITALAR LTDA
For00391;18018256000191;K J FERNANDES - EPP
For00392;05022486000182;MACRO LIFE IMPORTADORA DE PRODUTOS MEDICOS - EIRELI
For00393;12014370000167;ABC DISTRIBUIDORA DE MEDICAMENTOS LTDA
For00394;10269296000102;SEMEAR DISTRIBUIDORA EIRELI - EPP
For00395;10638214000141;GM FARMA COMERCIAL LTDA - EPP
For00396;31794085000150;A. C. F. FERNAINE COMERCIO & SERVICO LTDA
For00397;82291311000111;AMARILDO BASEGGIO & CIA LTDA - ME
For00398;48647564000147;DROGARIA NOSSA SENHORA DAS DORES LTDA
For00399;11195977000128;MEDICAH COMERCIO DE MEDICAMENTOS EIRELI
For00400;20344116000155;NEVALLI ARTIGOS MEDICOS E ORTOPEDICOS LTDA - ME
For00401;22465640000100;MJ COMERCIO DE ARTIGOS MÉDICOS E ORTOPÉDICOS LTDA - ME
For00402;04679119000193;CRM COMERCIAL LTDA - ME
For00403;40790727000134;RN COMERCIO DE MEDICAMENTOS E MATERIAL HOSPITALAR LTDA - ME
For00404;04362282000128;D E A FARMA LTDA - EPP
For00405;34680592000151;BRASIL DEVICES EQUIPAMENTOS HOSPITALARES EIRELI
For00406;18279039000155;JN-MAXIMED COMERCIO DE PRODUTOS HOSPITALARES LTDA.
For00407;33255787001163;IBF INDUSTRIA BRASILEIRA DE FILMES S/A
For00408;01884446000199;TECNOVIDA COMERCIAL LTDA
For00409;23706033000157;LAISE DE LIMA E SILVA - EPP
For00410;19125796000137;NORDMARKET COMERCIO DE PRODUTOS HOSPITALARES LTDA - ME
For00411;05215423000142;RCM COMERCIO LTDA ME
For00412;13324282000124;KASVI IMPORTACAO E DISTRIBUICAO DE PRODUTOS PARA LABORATORIOS LTDA
For00413;03634617000157;AZULPHARMA DISTRIBUIDORA DE MEDICAMENTOS LTDA - EPP
For00414;28039635000111;SM HOSPITALAR EIRELI
For00415;07094705000164;IMAGEM PRODUTOS HOSPITALARES EIRELI
For00416;13994852000193;HIPERDENTAL COMERCIO E REPRESENTACAO DE PRODUTOS ODONTOLOGICOS E MEDICO - HOSPITA
For00417;24614797000185;KATIA CILENE DIAS QUARANTA DISTRIBUIDORA DE MEDICAMENTOS - ME
For00418;05895525000156;OBJETIVA PRODUTOS E SERVICOS P/ LABORATORIOS LTDA - EPP
For00419;27130979000179;OPEN FARMA COMERCIO DE PRODUTOS HOSPITALARES LTDA
For00420;31246364000180;MED RIOS COMERCIO DE MEDICAMENTOS E MATERIAIS HOSPITALARES EIRELI
For00421;07160019000144;VITALE COMERCIO LTDA
For00422;09390408000191;DMAX - DISTRIBUIDORA DE MEDICAMENTOS E MATERIAL HOSPITALAR LTDA. - EPP
For00423;20419709000133;CIRURGICA ONIX - EIRELI - ME
For00424;54375647012648;DROGAL FARMACEUTICA LTDA
For00425;21794870000150;DROGARIA FIDALGA LTDA
For00426;10447355000187;VIVA COMERCIO ATACADISTA DE MEDICAMENTOS EIRELI
For00427;27985664000103;EUROMED COMERCIO DE MEDICAMENTOS LTDA
For00428;00098242000160;PRONTOFAR LTDA
For00429;31442383000181;A. C. DE MORAES EIRELI
For00430;29552649000105;ILCARA MARIA DE CASTRO BAILLY
For00431;85081446000140;JOHNNY FELIPE CONTESINI DE OLIVEIRA - EPP
For00432;33541640000168;DENTAL OTTONAVES EIRELI
For00433;11002975000175;TECVIDA COMERCIO E DISTRIBUICAO LTDA
For00434;10985550000160;IC EQUIPAMENTOS HOSPITALARES LTDA - ME
For00435;20226846000151;ALLMED DISTRIBUIDORA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA - EPP
For00436;65823148000171;COMERCIAL RIBEIRAOPRETANA DE PROD.ODONTOLOGICOS LTDA - ME
For00437;02136854000125;E.C. DOS SANTOS COMERCIAL EIRELI
For00438;26551165000145;GUSTAVO NICOLINO - EPP
For00439;30249069000114;BRASIL DISTRIBUIDORA DE MEDICAMENTOS E EQUIPAMENTOS HOSPITALARES LTDA
For00440;40787152000109;CIRUFARMA COMERCIAL LTDA
For00441;33174811000168;C M COMERCIO DE MEDICAMENTOS FARMACEUTICOS LTDA
For00442;11101919000198;JC PRODUTOS FARMACEUTICOS E HOSPITALARES LTDA
For00443;07788510000114;IN-DENTAL PRODUTOS ODONTOLOGICOS, MEDICOS E HOSPITALARES LTDA - EPP
For00444;06175908000112;BIO - LOGICA COMERCIO DE PRODUTOS HOSPITALARES LTDA
For00445;59752691000122;FARMACIA DO POVO SANJOANENSE LTDA
For00446;28675331000140;DIABETICOS EIRELI
For00447;16366888000110;DISTRIBUIDORA DE PRODUTOS ODONTOLOGICOS E MATERIAIS LTDA - ME
For00448;79430682000122;FARMACIA E DROGARIA NISSEI S.A.
For00449;23121920000163;MARYMED DISTRIBUIDORA DE MEDICAMENTOS E CORRELATOS LTDA - ME
For00450;06987995000102;BIOLAR IMPORTACAO E EXPORTACAO LTDA
For00451;09478023000180;ODONTOMED COMERCIO DE PRODUTOS MEDICO HOSPITALARES LTDA - ME
For00452;19859630000144;L R F BATISTA - ME
For00453;09105835000180;RIO MEDI COMERCIO ASSISTENCIA E REPRESENTACAO HOSPITALAR EXP. & IMP. - EIRELI
For00454;31230522000103;ANA CAROLINA A DE A RUELLA
For00455;22291182000130;VITAMED COMÉRCIO E DISTRIBUIDORA DE MEDICAMENTOS EIRELI
For00456;15345613000138;HOTTSILVA DISTRIBUIDORA LTDA
For00457;12305387000173;RDF - DISTRIBUIDORA DE PRODUTOS PARA SAUDE LTDA
For00458;73856593001057;PRATI, DONADUZZI & CIA LTDA
For00459;04451626000175;PHOSPODONT LTDA
For00460;82873068000140;GENESIO A MENDES E CIA LTDA
For00461;26396672000151;BRASMED COMERCIO DE PRODUTOS HOSPITALARES EIRELI - ME
For00462;02685377000157;SANOFI-AVENTIS FARMACEUTICA LTDA
For00463;18656923000323;SERVNUTRI COMERCIO DE PRODUTOS NUTRICIONAIS LTDA
For00464;05893097000122;CENUT - CENTRO ESPECIALIZADO DE NUTRICAO LTDA
For00465;01733345000117;NOELI VIEIRA DISTRIBUIDORA DE SOROS
For00466;01417694000472;DISTRIMIX DISTRIBUIDORA DE MEDICAMENTOS LTDA
For00467;21189554000159;TS FARMA DISTRIBUIDORA EIRELI - EPP
For00468;21036417000184;NOVA HOSPITALAR COMERCIAL E IMPORTADORA EIRELI - ME
For00469;06194440000103;ODONTOMEDI - PRODUTOS ODONTOLOGICOS E HOSPITALARES LTDA - EPP
For00470;57507378000608;EMS S/A
For00471;33659604000101;DROGARIAS ULTRA POPULAR AB EIRELI
For00472;15800545000311;ABBVIE FARMACEUTICA LTDA.
For00473;12828039000180;PREMIER COMERCIO DE PRODUTOS HOSPITALARES LTDA
For00474;29004099000181;BONIN & BONIN LTDA
For00475;51780468000268;JANSSEN-CILAG FARMACEUTICA LTDA
For00476;13120044000105;WANDERLEY & REGIS COMERCIO E PRODUTOS MEDICO-HOSPITALAR LTDA
For00477;08516958000141;DISTRIMED COMERCIO E REPRESENTACOES LTDA
For00478;27325768000191;PREMIUM HOSPITALAR EIRELI
For00479;14595725000184;NOVASUL COMERCIO DE PRODUTOS HOSPITALARES LTDA - ME
For00480;26965609000199;CECHETTI & CADINI - COMERCIO E DISTRIBUIDORA DE MEDICAMENTOS LTDA
For00481;21227039000116;LIFE CENTER COMERCIO E DISTRIBUIDORA DE MEDICAMENTOS LTDA - EPP
For00482;31123992000178;MR MED COMERCIO DE PRODUTOS HOSPITALARES EIRELI
For00483;28591670000149;VETSUL COMERCIO DE MEDICAMENTOS EIRELI
For00484;16686340000158;CRIS BELLA FARMACIA E MANIPULACAO EIRELI
For00485;03545386000105;H C ALMEIDA NETO
For00486;31556536000111;DL DISTRIBUIDORA DE MEDICAMENTOS EIRELI
For00487;01571702000198;HALEX ISTAR INDÚSTRIA FARMACÊUTICO LTDA
For00488;02605669000132;ROSANGELA SOARES SARDINHA CORNETTA - ME
For00489;03155958000140;MEDPEJ - EQUIPAMENTOS MEDICOS LTDA
For00490;31131938000174;MEDIC MANUTENCAO E REPARACAO DE EQUIPAMENTOS EIRELI
For00491;59231530000193;KOLPLAST C I LTDA
For00492;23160692000130;LIFE COMERCIO DE MEDICAMENTOS E MANIPULACAO LTDA
For00493;56994502002779;NOVARTIS BIOCIENCIAS SA
For00494;04890798000145;ORTOM INDUSTRIA TEXTIL LTDA - ME
For00495;00376959000126;IFAL IND E COM DE PRODUTOS FARMACEUTICOS LTDA
For00496;07936621000120;DROGA MAIS FARMACEUTICA EIRELI
For00497;05656727000145;MYLAN BRASIL DISTRIBUIDORA DE MEDICAMENTOS LTDA.
For00498;26605573000132;CENUTRI COMERCIO E SERVICOS EIRELI
For00499;29032903000136;PLENA MEDICA HOSPITALAR - EIRELI
For00500;27463638000115;DANIEL DA SILVA DISTRIBUIDORA
For00501;21368399000138;ALIANCA HOSPITALAR LTDA
For00502;05194502000114;ALFALAGOS LTDA
For00503;13085369000196;CAPROMED FARMACEUTICA LTDA - ME
For00504;63478895000194;JOSE NERGINO SOBREIRA
For00505;26547099000130;M. CALGAROTO
For00506;07569029000138;CHOLMED COMERCIAL HOSPITALAR LTDA. EPP
For00507;21257684000181;KENAN MEDICAMENTOS LTDA - ME
For00508;08602104000188;IVANISE ARAUJO MANGUEIRA
For00509;69950913000175;MED FARMACE DISTRIBUIDORA DE MEDICAMENTOS LTDA.
For00510;23680034000170;D.ARAUJO COMERCIAL EIRELI
For00511;64815897000194;TRIUNFAL MARILIA COMERCIAL LTDA - EPP
For00512;01857076000109;VANLINPHARMA COMERCIO E REPRESENTACOES LTDA
For00513;56998701003301;ABBOTT LABORATORIOS DO BRASIL LTDA
For00514;15414528000184;OLIVEIRA FARMA & CIA LTDA
For00515;27672908000106;WIENSKOSKI & FAIOLA LTDA
For00516;26847096000111;CIRURGICA ITAMBE - EIRELI
For00517;00895119000170;SANFARMA
For00518;10436813000182;MAIS SAUDE EIRELI - EPP
For00519;08822673000139;COMERCIAL 3V - MEDICAMENTOS E PERFUMARIA EIRELI - EPP
For00520;09194169000102;ROSA DOS SANTOS EIRELI
For00521;39499710000143;MEDICON RIO FARMA LTDA
For00522;02456955000183;NATULAB LABORATORIO S.A
For00523;08588015000124;JARDIM MEDICA LTDA - ME
For00524;04301884000175;AUROBINDO PHARMA INDUSTRIA FARMACEUTICA LIMITADA
For00525;34707920000166;ONMED DISTRIBUIDORA DE MEDICAMENTOS EIRELI
For00526;06131363000142;WERLANG E BRANDALIZZE MEDICAMENTOS LTDA
For00527;04959327000146;PRODUTOS FARMACEUTICOS VIEIRA LTDA
For00528;10869890000126;AR FIORENZANO DISTRIBUIDORA DE MEDICAMENTOS LTDA
For00529;33808504000191;L. S. K. DISTRIBUIDORA DE MEDICAMENTOS LTDA
For00530;28846752000197;INNOVAPHARMA LABORATORIO E MANIPULACAO LTDA
For00531;10310873000154;MCMED COMERCIO DE MATERIAL MEDICO HOSPITALAR LTDA - ME
For00532;18483775000120;DU BOM DISTRIBUICAO DE PRODUTOS MEDICO-HOSPITALAR EIRELI - EPP
For00533;04385090000137;MAURO ROBERTO RODRIGUES DE MOURA
For00534;67729178000572;comercial cirurgia rioclarense ltda
For00535;03315618000139;DISTRIBUIDORA NOGUEIRA DE MEDICAMENTOS LTDA - EPP
For00536;24595488000105;MS SAUDE DISTRIBUIDORA DE MATERIAL HOSPITALAR LTDA
For00537;10566711000181;DIFE DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME
For00538;21870007000134;MC PRODUTOS MEDICO HOSPITALARES LTDA - ME
For00539;05973242000185;OMEGA MED PRODUTOS MEDICO HOSPITALARES LTDA
For00540;81887838000736;PROFARMA SPECIALTY S.A
For00541;32138304000106;INOVACOES COMERCIO DE MEDICAMENTOS E PRODUTOS PARA SAUDE LTDA
For00542;26853028000165;CIRUMED COMÉRCIO LTDA
For00543;03051739000110;OX-AIR GASES LTDA
For00544;22652688000127;J C N COMERCIO E EMPREENDIMENTOS EIRELI
For00545;28345933000130;BRAMED COMERCIO DE PROD. HOSPITALARES E FARMACEUTICOS LTDA
For00546;10978106000118;CIRURGICA FAMED DISTRIBUIDORA DE PRODUTOS HOSPITALARES EIRELI
For00547;05864669000145;DISMAP - PRODUTOS PARA A SAUDE LTDA
For00548;21515353000102;BASCEL SOLUCOES LTDA - EPP
For00549;85247385000149;PROSAUDE DISTRIBUIDORA DE MEDICAMENTOS LTDA
For00550;02911193000168;APOGEU CENTER COMERCIAL DE PRODUTOS HOSPITALARES E MEDICAMEN
For00551;05932624000160;MEGAMED COMERCIO LTDA - EPP
For00552;05782733000300;CIAMED - DISTRIBUIDORA DE MEDICAMENTOS LTDA.
For00553;07199135000177;HOSPSETE - DISTRIBUIDORA DE MATERIAIS MEDICO HOSPITALARES LTDA
For00554;04216957000120;DISK MED PADUA DISTRIBUIDORA DE MEDICAMENTOS LTDA
For00555;31374700000170;SOIN VIE FARMACEUTICA E NUTRICAO LTDA
For00556;09607807000161;INJEFARMA CAVALCANTI E SILVA DISTRIBUIDORA LTDA
For00557;53918116000170;DIGUINHO INDUSTRIA E COMERCIO DE FRALDAS LTDA
For00558;06948769000112;TECNOCENTER MATERIAIS MEDICOS HOSPITALARES LTDA
For00559;26156923000120;EXPRESS DISTRIBUIDORA DE MEDICAMENTOS LTDA - EPP
For00560;76386283000113;DIMEVA DISTRIBUIDORA E IMPORTADORA LTDA - EPP
For00561;00203590000150;SIDD COMERCIAL DISTRIBUIDORA DE MEDICAMENTOS LTDA
For00562;05090156000124;AGUIAR MEDICAMENTOS HOSPITALAR LTDA - EPP
For00563;07978528000189;MEG-LAB MATERIAL HOSPITALAR LTDA
For00564;02842909000112;SANEWS DISTRIBUIDORA DE PRODUTOS PARA LABORATORIO E MEDICAMENTOS PARA USO AMBULAT
For00565;07150093000180;NEWDIAG PRODUTOS MEDICOS E DIAGNOSTICOS LTDA.
For00566;04724729000161;MAXLAB PRODUTOS PARA DIAGNOSTICOS E PESQUISAS LTDA - EPP
For00567;21670010000104;COMERCIAL CIRURGICA IPERO EIRELI - ME
For00568;12927876000167;SOMA/MG PRODUTOS HOSPITALARES LTDA
For00569;09144625000100;INDIANARA POSSATO & CIA LTDA
For00570;30888187000172;S. V. BRAGA IMPORTADORA
For00571;29032826000114;DATA - MEDICAL PRODUTOS MEDICOS HOSPITALARES LTDA
For00572;10541396000138;CYN FARMA DISTRIBUIDORA LTDA
For00573;34758599000149;MEDICAL DA AMAZONIA EIRELI
For00574;04086552000115;BIOPLASMA PRODUTOS PARA LABORATORIO E CORRELATOS LTDA
For00575;02472743000190;DIMALAB ELETRONICS DO BRASIL LTDA EPP
For00576;23420875000148;G. M. VALENCIA - PRODUTOS HOSPITALARES - ME
For00577;07762103000138;DROGARIA DOURADOQUARA LTDA
For00578;07404801000161;GUTIERRE - CENTRAL DE COMPRAS ODONTOLOGICAS LTDA.
For00579;10719048000108;RITA DE ANDRADE VIEIRA - ME
For00580;02433631000120;ASPEN PHARMA INDUSTRIA FARMACEUTICA LTDA
For00581;71957310000147;GREINER BIO-ONE BRASIL PRODUTOS MEDICOS HOSPITALARES LTDA
For00582;02477571000147;DENTAL MED SUL ARTIGOS ODONTOLOGICOS LTDA
For00583;07472938000153;ARAUJO COMERCIO DE PRODUTOS FARMACEUTICOS LTDA
For00584;72733306000168;DROGARIA BATATAIS LTDA
For00585;12164483000149;DUPAC COMERCIAL EIRELI
For00586;53611125000114;CENTROVALE SOLUÇÕES PARA SAUDE LTDA
For00587;01854654000145;PONTUAL COMERCIAL EIRELI
For00588;08093976000168;HOFFMANN & GOMES LTDA
For00589;05431736000138;ASTRA CIENTIFICA LTDA - ME
For00590;11619992000156;PRIOM TECNOLOGIA EM EQUIPAMENTOS EIRELI - ME
For00591;32889057000180;DOUGLAS MEDICO CIENTIFICA LTDA
For00592;27376022000107;PRIME CIRURGICA DISTRIBUIDORA DE MATERIAIS E EQUIPAMENTOS MEDICOS E HOSPITALARES
For00593;13889622000164;MOMILLI COMERCIAL LTDA - EPP
For00594;15725489000136;FABRICIO DE RAMOS & CIA. LTDA
For00595;09245539000185;DSL DISTRIBUIDORA DE MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA
For00596;26401571000121;TRES PHARMA DISTRIBUIDORA E SERVICOS LTDA
For00597;73679623000106;T C A FARMA COMERCIO LTDA
For00598;01294500000146;CENTERMED CIRURGICA EIRELI - ME
For00599;26476191000156;HIROMED PRODUTOS HOSPITALARES EIRELI
For00600;23359559000108;ABASANTOS DISTRIBUIDORA LTDA
For00601;27806274000129;PROMEDI DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA
For00602;09441460000120;PADRAO DIST PROD E EQUIP HOSPITALARES PE CALLOU LTDA
For00603;19010052000177;FABIO ROBERTO DE MONTI & CIA LTDA
For00604;27292082000141;MEDIPRO COMERCIO DE PRODUTOS HOSPITALARES EIRELI
For00605;11054242000184;DENTAL COSTA PRODUTOS ODONTOLOGICOS LTDA - EPP
For00606;03047744000150;L. J. PRODUTOS NATURAIS LTDA
For00607;06081203000136;HOSP - LOG COMERCIO DE PRODUTOS HOSPITALARES LTDA
For00608;94389400000184;MCW PRODUTOS MEDICOS E HOSPITALARES LTDA
For00609;94516671000153;CIRURGICA SANTA CRUZ COM. DE PRODUTOS HOSPITALARES LTDA.
For00610;18588224000121;NACIONAL COMERCIO E REPRESENTACAO LTDA - ME
For00611;35250434000124;GONZALEZ E TELLIS COMERCIO DE MEDICAMENTOS LTDA
For00612;15800545000150;ABBVIE FARMACEUTICA LTDA
For00613;31111756000131;ALEXANDRE SOUSA DA SILVA DROGARIA
For00614;10454996000169;LIFETEC COMERCIO, MANUTENCAO E LOCACAO DE MATERIAL MEDICO EIRELI
For00615;02776642000102;PESENTI & PELAIS LTDA - EPP
For00616;09260831000177;ATACAMED COMERCIO DE PRODUTOS FARMACEUTICOS E HOSPITALARES LTDA
For00617;29101445000140;VIA HOSPITALAR LTDA
For00618;25725813000170;EQUIPAR MEDICO E HOSPITALAR LIMITADA q
For00619;36078616000122;W M COMERCIO E REPRESENTACOES HOSPITALAR LTDA
For00620;12409711000101;NUTRIMIX COMERCIAL LTDA
For00621;01226416000195;NUTRIMED SERV.MEDICOS EM NUTRICAO PARENT.E ENTERAL LTDA
For00622;18716271000103;REAL NUTRICAO COMERCIO E SERVICOS EIRELI
For00623;01925587000102;NUTRIC - NUTRICIONAL COMERCIO LTDA
For00624;08173123000136;ORGANICA BRASIL COMERCIAL EIRELI
For00625;11142575000165;BELINUTRI DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME
For00626;14912933000160;INVICTOS DISTRIBUIDORA EIRELI - EPP
For00627;10438280000178;KASA MED DISTRIBUIDORA DE MEDICAMENTOS E MATERIAIS HOSPITALARES LTDA - ME
For00628;19247489000129;MARIA ALICE CASTELAO DIAS MARCHEZEPE
For00629;11215901000117;CIRURGICA BIOMEDICA LTDA - ME
For00630;04624944000190;RICARDO MOTTA DE ANDRADE
For00631;26892450000120;JPH BARROS COMERCIAL EIRELI
For00632;15031173000144;MERCANTIL BARRETO COMERCIAL DE PRODUTOS HOSPITALARES E SUPRIMENTOS LTDA
For00633;49475833001684;BIOLAB SANUS FARMACEUTICA LTDA
For00634;31509165000117;ULTRAMED DISTRIBUIDORA DE MEDICAMENTOS EIRELI
For00635;03526176000170;DENTMED - MATERIAIS MEDICOS E ODONTOLOGICOS LTDA - EPP
For00636;19570720000382;HIPOLABOR FARMACEUTICA LTDA
For00637;88212113029183;COMERCIO DE MEDICAMENTOS BRAIR LTDA
For00638;06629745000109;NOVAFARMA INDUSTRIA FARMACEUTICA LTDA
For00639;56785256000106;BASTOS & CIA LTDA
For00640;05348580000126;DROGA ROCHA DISTRIBUIDORA DE MEDICAMENTOS LTDA - EPP
For00641;03407436000198;SULMED - ARTIGOS HOSPITALARES LTDA - EPP
For00642;09204127000105;POLLO HOSPITALAR LTDA - ME
For00643;00097489000161;L A VIDAL
For00644;30535468000141;MARQUES MED DISTRIBUIDORA DE MEDICAMENTOS LTDA
For00645;10720389000101;EDILSON ANGELOTI - ME
For00646;09182725000112;ATIVA MEDICO CIRURGICA LTDA
For00647;17676642000108;HORTOPLUS PRODUTOS ODONTOLOGICOS E HOSPITALARES LTDA - ME
For00648;01402400000196;CHRISPIM NEDI CARRILHO
For00649;04274988000219;ATIVA COMERCIAL HOSPITALAR LTDA
For00650;01184342000171;A C P CORREA & CIA LTDA-EPP
For00651;18161599000100;UBIMED DISTRIBUIDORA MEDICO HOSPITALAR - EIRELI - EPP
For00652;20138626000176;PHARMED COMERCIO E DISTRIBUICAO DE PRODUTOS HOSPITALARES LTDA - EPP
For00653;56998982003122;BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA.
For00654;27376632000100;EXATA DISTRIBUIDORA DE MEDICAMENTOS - EIRELI
For00655;62969589001593;CSL BEHRING COMERCIO DE PRODUTOS FARMACEUTICOS LTDA
For00656;04394210000162;FARMACIA FARMA FLORIDA LTDA
For00657;81754038000151;MARIN & MARIN LTDA
For00658;49475833000106;BIOLAB SANUS FARMACÊUTICA LTDA
For00659;04880586000187;CIRURGICA REAL - COMERCIAL HOSPITALAR E FARMACEUTICA - EIRELI - ME
For00660;32593430000150;M. CARREGA COMERCIO DE PRODUTOS HOSPITALARES LTDA
For00661;32282308000163;J DE BRITO - DISTRIBUIDORA DE MEDICAMENTOS E CORRELATOS
For00662;08836350000102;AWR DISTRIBUIDORA DE PRODUTOS DE LIMPEZA LTDA - ME
For00663;11776334000178;DENTAL SHOW - COMERCIO DE PRODUTOS ODONTOLOGICOS E HOSPITALARES LTDA - ME
For00664;12095582000116;NOSSA DENTAL PRODUTOS ODONTOLÓGICOS LTDA.
For00665;13107128000109;SUPRITECNICA EIRELI
For00666;33009945000123;PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A
For00667;23700376000104;CACOAL GASES COMERCIO E DISTRIBUICAO EIRELI
For00668;50687433000135;DROGAREMA III DROGARIA E PERFUMARIA LTDA
For00669;04889315000192;S & R DISTRIBUIDORA LTDA
For00670;10854165000508;F & F DISTRIBUIDORA DE PRODUTOS FARMACEUTICOS LTDA
For00671;57507378000365;EMS S/A
For00672;15229287000101;BAHIA MED DISTRIBUIDORA DE MEDICAMENTOS - EIRELI
For00673;13008903000160;MILLENIUM COMERCIO SERVICO LTDA
For00674;55972087000150;JP INDUSTRIA FARMACEUTICA S/A
For00675;29700587000123;PRIORITTA PRODUTOS HOSPITALARES - EIRELI
For00676;19877178000143;CRUZEL COMERCIAL LTDA - ME
For00677;31997707000148;CUIDA PRODUTOS PARA A SAUDE EIRELI
For00678;17227485000153;L G PRODUTOS HOSPITALARES LTDA - ME
For00679;33160739000110;HOSP MEDICAL - COMERCIO DE MATERIAL MEDICO E MEDICAMENTOS HOSPITALARES LTDA
For00680;14420817000123;CANAA DISTRIBUIDORA DE MEDICAMENTOS LTDA
For00681;50916311000173;FARMASUL LTDA
For00682;55249650000167;MAZIERO COMERCIO FARMACEUTICO LTDA - ME
For00683;03924435000110;DIMENSAO COMERCIO DE ARTIGOS MEDICOS HOSPITALARES LTDA
For00684;18255796000199;M. MAGALHAES - PRODUTOS HOSPITALARES - ME
For00685;32350180000128;NOVA LINEA COMERCIO DE PRODUTOS FARMACEUTICOS EIRELI
For00686;18123155000180;JUMEL DISTRIBUIDORA DE MEDICAMENTOS EIRELI
For00687;00088317000121;VICTÓRIA COMÉRCIO DE PRODUTOS HOSPITALARES LTDA
For00688;24562614000125;VIVA CARE MATERIAL MEDICO HOSPITALAR LTDA.
For00689;30034749000110;MARCELA CAROLINE BASTOS SALDANHA EIRELI
For00690;02956130000128;DIMENSAO DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME
For00691;02628660000147;DROGA TEM DE ARARAQUARA LTDA
For00692;05359481000140;CONEXAO MEDICA COMERCIAL EIRELI
For00693;26794414000123;HELIOMED DISTRIBUIDORA HOSPITALAR LTDA
